word,meaning,partOfSpeech,example,example_ja,leapPart,leapNumber,tags
throw,①～を投げる ②（away［out］）～を捨てる ③（パーティなど）を催す ④投げること,他動詞,①He threw the ball to me. ②Please throw away old newspapers. ③They threw a party for her. ④He caught the ball on the first throw.,①彼はボールを私に投げた。 ②古い新聞紙を捨ててください。 ③彼らは彼女のためにパーティを催した。 ④彼は最初の投球でボールをキャッチした。,Part1,143,
operate,①（機械など）を操作する ②手術する ③（機械などが）作動する，（組織が）運営される,他動詞,①Can you operate this machine? ②The doctor operated on the patient. ③The elevator is not operating.,①この機械を操作できますか？ ②医者は患者を手術した。 ③エレベーターが作動していない。,Part1,144,
repair,①～を修理する ②～を修復する ③修理，修復,他動詞,①He repaired the broken window. ②She repaired the relationship. ③The car is in for repair.,①彼は割れた窓を修理した。 ②彼女は関係を修復した。 ③車は修理中だ。,Part1,145,
sew,①～を縫う ②（on）（ボタンなど）を縫いつける,他動詞,①She sewed a dress for her daughter. ②He sewed the button on his coat.,①彼女は娘のためにドレスを縫った。 ②彼はコートにボタンを縫いつけた。,Part1,146,
raise,①～を上げる ②（子ども，作物）を育てる ③（お金，資金）を集める ④（問題）を提起する ⑤賃上げ，昇給,他動詞,①Please raise your hand. ②She raised three children alone. ③They raised money for the school. ④He raised an important point. ⑤She got a raise last month.,①手を挙げてください。 ②彼女は一人で3人の子どもを育てた。 ③彼らは学校のためにお金を集めた。 ④彼は重要な点を提起した。 ⑤先月、彼女は昇給した。,Part1,147,
serve,①（飲食物）を出す ②～に役立つ ③役立つ,他動詞,①The waiter served the food. ②This room serves as a study. ③This tool serves well.,①ウェイターが食事を出した。 ②この部屋は書斎として役立っている。 ③この道具はよく役立つ。,Part1,148,
pour,①～を注ぐ ②降りそそぐ,他動詞,①She poured tea into the cup. ②Rain poured all day long.,①彼女はカップに紅茶を注いだ。 ②一日中雨が降り注いだ。,Part1,149,
spill,①～をこぼす ②（石油などの）流出,他動詞,①He spilled milk on the table. ②There was an oil spill in the sea.,①彼はテーブルに牛乳をこぼした。 ②海で石油の流出があった。,Part1,150,
pretend,（to do / that SV）（～する/ ～である）ふりをする,自動詞,He pretended to be asleep.,彼は寝ているふりをした。,Part1,151,
behave,ふるまう,自動詞,Please behave well in class.,授業中はきちんとふるまってください。,Part1,152,
bear,①（can ―）～に耐える ②～を持つ、運ぶ ③～を産む,他動詞,①I can't bear this noise. ②She bore a heavy bag all day. ③The cat bore three kittens.,①この騒音には耐えられない。 ②彼女は一日中重いバッグを持っていた。 ③その猫は3匹の子猫を産んだ。,Part1,153,
explore,①～を探検する，（街など）を探索する ②（問題など）を探る,他動詞,①They explored the jungle. ②We explored all possible solutions.,①彼らはジャングルを探検した。 ②私たちはすべての可能な解決策を探った。,Part1,154,
happen,①（to ～）（～に）起こる ②（to do）偶然～する,自動詞,①What happened to you? ②I happened to meet her at the station.,①あなたに何が起こったの？ ②偶然駅で彼女に会った。,Part1,155,
appear,①現れる ②（to be ～）～のように思える,自動詞,①A rainbow appeared in the sky. ②She appears to be tired.,①空に虹が現れた。 ②彼女は疲れているように思える。,Part1,156,
remain,①～のままでいる ②残る,自動詞,①Please remain calm. ②Only a few cookies remained.,①落ち着いたままでいてください。 ②クッキーが少し残っていた。,Part1,157,
survive,①生き残る ②～から生き延びる，～の後も存続する,自動詞,①Only two people survived. ②She survived the accident.,①2人だけが生き残った。 ②彼女はその事故から生き延びた。,Part1,158,
belong,（to ～）（～に）所属している,自動詞,This book belongs to me.,この本は私のものだ。,Part1,159,
represent,①～を代表する ②（記号などが）を表す ③～を表現する,他動詞,①She represents our school. ②The red light represents danger. ③This painting represents freedom.,①彼女は私たちの学校を代表している。 ②赤信号は危険を表す。 ③この絵は自由を表現している。,Part1,160,
base,①～の基礎を置く ②基礎（の部分），基盤 ③基地,他動詞,①The story is based on a true event. ②The base of the tower is very wide. ③We set up a base in the mountains.,①その話は実話に基づいている。 ②塔の基礎はとても広い。 ③私たちは山に基地を設けた。,Part1,161,
include,～を含む,他動詞,The price includes breakfast.,価格には朝食が含まれている。,Part1,162,
contain,①～を含む ②（主に否定で）～を抑える,他動詞,①This soup contains salt. ②She could not contain her laughter.,①このスープには塩が含まれている。 ②彼女は笑いを抑えることができなかった。,Part1,163,
own,（所有格の後で）①自分自身の ②（名詞的に）自分自身のもの ③～を所有している,形容詞,①She has her own room. ②This is my own. ③He owns three cars.,①彼女は自分自身の部屋を持っている。 ②これは私自身のものだ。 ③彼は3台の車を所有している。,Part1,164,
share,①～を共有する ②（考えなど）を（人に）伝える ③共有 ④分け前,他動詞,①They shared the pizza. ②She shared her ideas with us. ③There is a lot of room to share. ④He got a large share of the profits.,①彼らはピザを共有した。 ②彼女は考えを私たちに伝えた。 ③共有するスペースがたくさんある。 ④彼は利益の大きな分け前を得た。,Part1,165,
collect,①（同種の物）を集める ②～を徴収する，回収する,他動詞,①He collects old stamps. ②The city collects garbage every Monday.,①彼は古い切手を集めている。 ②市は毎週月曜日にゴミを回収する。,Part1,166,
gather,①～を集める ②集まる,他動詞,①She gathered the fallen leaves. ②A crowd gathered around him.,①彼女は落ち葉を集めた。 ②群衆が彼の周りに集まった。,Part1,167,
history,①歴史 ②履歴，前歴，病歴,名詞,①I like studying history. ②He has a history of heart problems.,①私は歴史を勉強するのが好きだ。 ②彼には心臓病の既往歴がある。,Part1,168,
subject,①科目 ②話題 ③被験者 ④（be ― to ～）～を受けやすい,名詞,①My favorite subject is math. ②Let's change the subject. ③All subjects must sign the form. ④She is subject to colds.,①私の好きな科目は数学だ。 ②話題を変えましょう。 ③被験者全員が書類に署名しなければならない。 ④彼女は風邪を引きやすい。,Part1,169,
education,教育,名詞,Education is important for children.,教育は子どもにとって重要だ。,Part1,170,
knowledge,知識，知っていること,名詞,She has great knowledge of plants.,彼女は植物についての豊富な知識がある。,Part1,171,
uniform,①制服 ②同一の，一定の,名詞,①All students must wear a uniform. ②The speed must remain uniform.,①生徒全員が制服を着なければならない。 ②速度は一定に保たなければならない。,Part1,172,
grade,①（小，中，高の）学年 ②等級 ③成績,名詞,①She is in the sixth grade. ②Only top-grade products are sold here. ③He got good grades this term.,①彼女は6年生だ。 ②ここでは最高等級の製品だけが売られている。 ③彼は今学期よい成績を取った。,Part1,173,
